DateTime,Week_ahead,Day_ahead,Most_resent,Measured
05/02/2019 09:00,176.79,91.16,56.59,30.35
05/02/2019 09:15,174.13,87.79,54.95,29.91
05/02/2019 09:30,171.48,84.41,53.31,27.85
05/02/2019 09:45,168.82,81.04,51.68,27.45
05/02/2019 10:00,166.31,77.67,49.29,32.14
05/02/2019 10:15,163.94,74.3,46.16,32.93
05/02/2019 10:30,161.57,70.94,43.03,31.08
05/02/2019 10:45,159.2,67.57,39.9,33.37
05/02/2019 11:00,157.09,64.85,21.48,26.07
05/02/2019 11:15,155.26,62.76,20.45,22.34
05/02/2019 11:30,153.43,60.67,19.42,18.22
05/02/2019 11:45,151.59,58.59,18.39,17.65
05/02/2019 12:00,150.16,56.94,17.82,17.01
05/02/2019 12:15,149.13,55.72,17.72,13.34
05/02/2019 12:30,148.09,54.51,17.62,12.53
05/02/2019 12:45,147.06,53.3,17.52,10.84
05/02/2019 13:00,146.51,52.62,17.95,12.13
05/02/2019 13:15,146.44,52.47,18.92,13.87
05/02/2019 13:30,146.38,52.32,19.9,15.96
05/02/2019 13:45,146.31,52.17,20.87,14.92
05/02/2019 14:00,146.63,52.64,22.25,12.16
05/02/2019 14:15,147.31,53.74,24.05,13.75
05/02/2019 14:30,147.99,54.84,25.84,15.95
05/02/2019 14:45,148.68,55.95,27.63,19.39
05/02/2019 15:00,149.6,57.96,30.24,16.3
05/02/2019 15:15,150.74,60.9,33.66,17.89
05/02/2019 15:30,151.88,63.85,37.08,15.04
05/02/2019 15:45,153.02,66.79,40.5,15.8
05/02/2019 16:00,154.24,71.19,30.22,14.52
05/02/2019 16:15,155.53,77.06,37.57,18.7
05/02/2019 16:30,156.82,82.92,44.93,24.33
05/02/2019 16:45,158.11,88.79,52.28,28.07
05/02/2019 17:00,159.32,96.48,62.7,33.81
05/02/2019 17:15,160.47,106.0,76.2,42.99
05/02/2019 17:30,161.62,115.53,89.71,49.31
05/02/2019 17:45,162.76,125.06,103.21,45.03
05/02/2019 18:00,163.68,135.76,118.59,45.58
05/02/2019 18:15,164.35,147.63,135.83,55.01
05/02/2019 18:30,165.03,159.49,153.08,69.98
05/02/2019 18:45,165.7,171.37,170.32,91.94
05/02/2019 19:00,166.04,182.53,185.55,111.03
05/02/2019 19:15,166.04,193.01,198.74,143.85
05/02/2019 19:30,166.03,203.47,211.94,171.11
05/02/2019 19:45,166.02,213.94,225.14,219.01
05/02/2019 20:00,165.72,223.81,235.93,257.35
05/02/2019 20:15,165.12,233.1,244.3,280.67
05/02/2019 20:30,164.52,242.37,252.68,284.7
05/02/2019 20:45,163.92,251.66,261.05,285.3
05/02/2019 21:00,163.11,260.31,285.16,301.36
05/02/2019 21:15,162.08,268.32,288.73,293.03
05/02/2019 21:30,161.05,276.32,292.31,283.9
05/02/2019 21:45,160.02,284.33,295.89,209.64
05/02/2019 22:00,158.87,290.75,299.03,216.2
05/02/2019 22:15,157.59,295.59,301.73,265.67
05/02/2019 22:30,156.32,300.43,304.44,266.84
05/02/2019 22:45,155.04,305.28,307.14,248.31
05/02/2019 23:00,153.74,309.36,309.7,240.86
05/02/2019 23:15,152.41,312.68,312.12,293.88
05/02/2019 23:30,151.09,316.01,314.54,368.56
05/02/2019 23:45,149.76,319.33,316.96,378.08
06/02/2019 00:00,131.07,318.68,319.51,386.34
06/02/2019 00:15,130.97,321.4,322.18,382.8
06/02/2019 00:30,130.88,324.12,324.85,409.77
06/02/2019 00:45,130.78,326.85,327.53,418.99
06/02/2019 01:00,130.62,329.14,329.18,405.76
06/02/2019 01:15,130.41,330.99,329.82,391.1
06/02/2019 01:30,130.22,332.85,330.45,374.8
06/02/2019 01:45,130.01,334.7,331.09,391.33
06/02/2019 02:00,129.73,335.6,332.05,393.43
06/02/2019 02:15,129.39,335.53,333.32,381.84
06/02/2019 02:30,129.03,335.45,334.59,360.56
06/02/2019 02:45,128.69,335.38,335.86,381.2
06/02/2019 03:00,128.25,335.65,336.54,419.51
06/02/2019 03:15,127.69,336.27,336.62,388.6
06/02/2019 03:30,127.14,336.89,336.72,374.1
06/02/2019 03:45,126.58,337.5,336.81,402.89
06/02/2019 04:00,125.9,337.37,383.61,424.42
06/02/2019 04:15,125.08,336.46,381.15,435.74
06/02/2019 04:30,124.26,335.55,378.69,443.03
06/02/2019 04:45,123.44,334.65,376.23,403.94
06/02/2019 05:00,122.46,333.44,373.62,361.82
06/02/2019 05:15,121.31,331.92,370.86,356.17
06/02/2019 05:30,120.14,330.41,368.1,375.0
06/02/2019 05:45,118.99,328.89,365.34,348.76
06/02/2019 06:00,117.64,327.02,370.88,346.1
06/02/2019 06:15,116.09,324.79,368.31,358.32
06/02/2019 06:30,114.53,322.56,365.75,357.32
06/02/2019 06:45,112.98,320.33,363.18,334.84
06/02/2019 07:00,111.23,317.79,360.25,312.1
06/02/2019 07:15,109.26,314.93,356.96,328.03
06/02/2019 07:30,107.3,312.07,353.68,339.99
06/02/2019 07:45,105.33,309.21,350.39,341.36
06/02/2019 08:00,103.28,306.21,346.93,295.35
06/02/2019 08:15,101.14,303.06,343.32,287.69
06/02/2019 08:30,98.99,299.9,339.7,259.2
06/02/2019 08:45,96.85,296.75,336.09,236.7
06/02/2019 09:00,94.77,293.48,331.85,229.89
06/02/2019 09:15,92.74,290.1,326.98,239.98
06/02/2019 09:30,90.73,286.71,322.1,251.37
06/02/2019 09:45,88.7,283.33,317.24,261.5
06/02/2019 10:00,86.87,279.49,312.15,253.36
06/02/2019 10:15,85.26,275.19,306.84,276.93
06/02/2019 10:30,83.65,270.89,301.54,275.51
06/02/2019 10:45,82.04,266.6,296.24,254.66
06/02/2019 11:00,80.79,261.99,254.41,239.0
06/02/2019 11:15,79.91,257.07,251.01,223.69
06/02/2019 11:30,79.02,252.16,247.62,239.58
06/02/2019 11:45,78.14,247.24,244.22,236.29
06/02/2019 12:00,77.76,242.26,240.49,212.42
06/02/2019 12:15,77.88,237.2,236.43,193.54
06/02/2019 12:30,78.02,232.16,232.35,194.96
06/02/2019 12:45,78.14,227.1,228.28,199.71
06/02/2019 13:00,78.89,222.53,224.22,189.91
06/02/2019 13:15,80.24,218.47,220.16,169.0
06/02/2019 13:30,81.58,214.41,216.11,192.73
06/02/2019 13:45,82.94,210.35,212.05,191.09
06/02/2019 14:00,84.76,207.13,209.01,185.11
06/02/2019 14:15,87.07,204.76,207.0,180.16
06/02/2019 14:30,89.37,202.39,204.99,180.82
06/02/2019 14:45,91.69,200.02,202.98,176.18
06/02/2019 15:00,94.3,199.1,201.78,159.87
06/02/2019 15:15,97.21,199.62,201.41,160.51
06/02/2019 15:30,100.12,200.15,201.04,158.69
06/02/2019 15:45,103.03,200.67,200.67,153.7
06/02/2019 16:00,106.05,203.0,166.99,161.58
06/02/2019 16:15,109.19,207.15,169.54,173.03
06/02/2019 16:30,112.33,211.28,172.09,175.23
06/02/2019 16:45,115.46,215.43,174.64,195.64
06/02/2019 17:00,118.52,220.18,177.98,161.08
06/02/2019 17:15,121.5,225.55,182.14,124.13
06/02/2019 17:30,124.49,230.93,186.29,125.44
06/02/2019 17:45,127.47,236.29,190.45,121.06
06/02/2019 18:00,130.18,241.55,195.13,120.34
06/02/2019 18:15,132.64,246.7,200.34,122.39
06/02/2019 18:30,135.11,251.85,205.54,126.36
06/02/2019 18:45,137.56,257.0,210.74,141.26
06/02/2019 19:00,139.62,262.03,216.25,134.74
06/02/2019 19:15,141.27,266.94,222.05,120.34
06/02/2019 19:30,142.93,271.85,227.86,113.72
06/02/2019 19:45,144.58,276.77,233.66,116.71
06/02/2019 20:00,145.86,281.34,240.53,118.07
06/02/2019 20:15,146.78,285.57,248.44,135.21
06/02/2019 20:30,147.7,289.8,256.35,148.93
06/02/2019 20:45,148.61,294.04,264.27,164.76
06/02/2019 21:00,149.25,298.66,180.45,147.6
06/02/2019 21:15,149.6,303.66,195.37,156.02
06/02/2019 21:30,149.95,308.67,210.3,172.06
06/02/2019 21:45,150.3,313.68,225.23,192.55
06/02/2019 22:00,150.46,317.78,241.19,226.51
06/02/2019 22:15,150.42,320.97,258.17,245.57
06/02/2019 22:30,150.38,324.16,275.15,273.25
06/02/2019 22:45,150.34,327.35,292.13,286.89
06/02/2019 23:00,150.2,330.69,308.8,308.04
06/02/2019 23:15,149.94,334.16,325.14,335.21
06/02/2019 23:30,149.7,337.65,341.48,338.42
06/02/2019 23:45,149.45,341.12,357.82,337.86
07/02/2019 00:00,178.92,390.5,374.36,339.66
07/02/2019 00:15,179.91,407.15,391.12,331.95
07/02/2019 00:30,180.89,423.79,407.87,350.96
07/02/2019 00:45,181.88,440.44,424.63,370.38
07/02/2019 01:00,182.8,455.02,440.38,394.21
07/02/2019 01:15,183.66,467.51,455.13,420.86
07/02/2019 01:30,184.53,479.99,469.89,452.11
07/02/2019 01:45,185.4,492.47,484.64,477.98
07/02/2019 02:00,186.15,503.67,496.39,491.8
07/02/2019 02:15,186.81,513.55,505.11,494.19
07/02/2019 02:30,187.48,523.46,513.83,482.49
07/02/2019 02:45,188.15,533.34,522.56,481.83
07/02/2019 03:00,188.66,541.22,529.37,503.19
07/02/2019 03:15,189.01,547.08,534.28,488.02
07/02/2019 03:30,189.38,552.95,539.19,482.77
07/02/2019 03:45,189.74,558.81,544.09,499.5
07/02/2019 04:00,189.9,563.19,520.62,495.31
07/02/2019 04:15,189.85,566.07,526.02,495.1
07/02/2019 04:30,189.8,568.97,531.42,494.29
07/02/2019 04:45,189.75,571.85,536.82,493.48
07/02/2019 05:00,189.46,573.41,542.61,508.12
07/02/2019 05:15,188.9,573.63,548.82,523.95
07/02/2019 05:30,188.34,573.86,555.03,540.6
07/02/2019 05:45,187.78,574.08,561.24,558.2
07/02/2019 06:00,186.92,575.96,550.09,564.76
07/02/2019 06:15,185.74,579.51,556.35,583.22
07/02/2019 06:30,184.56,583.06,562.61,592.56
07/02/2019 06:45,183.38,586.61,568.87,598.51
07/02/2019 07:00,181.88,591.46,571.28,605.64
07/02/2019 07:15,180.04,597.62,569.84,611.24
07/02/2019 07:30,178.22,603.78,568.39,606.06
07/02/2019 07:45,176.39,609.94,566.95,651.66
07/02/2019 08:00,174.35,615.67,563.86,617.42
07/02/2019 08:15,172.11,621.0,559.12,563.79
07/02/2019 08:30,169.87,626.32,554.38,565.72
07/02/2019 08:45,167.62,631.65,549.65,556.95
07/02/2019 09:00,165.33,635.61,548.22,534.47
07/02/2019 09:15,163.0,638.22,550.1,503.84
07/02/2019 09:30,160.68,640.82,551.98,498.47
07/02/2019 09:45,158.34,643.42,553.86,539.43
07/02/2019 10:00,156.12,645.77,560.01,539.6
07/02/2019 10:15,154.0,647.88,570.42,502.43
07/02/2019 10:30,151.89,650.0,580.82,476.85
07/02/2019 10:45,149.77,652.11,591.23,494.67
07/02/2019 11:00,147.93,653.34,562.58,488.97
07/02/2019 11:15,146.33,653.68,577.14,500.61
07/02/2019 11:30,144.75,654.02,591.7,513.8
07/02/2019 11:45,143.15,654.36,606.25,514.97
07/02/2019 12:00,141.98,655.04,616.87,518.11
07/02/2019 12:15,141.22,656.07,623.58,518.56
07/02/2019 12:30,140.45,657.09,630.28,543.48
07/02/2019 12:45,139.7,658.12,636.99,540.07
07/02/2019 13:00,139.46,658.37,640.98,555.81
07/02/2019 13:15,139.74,657.82,642.25,540.73
07/02/2019 13:30,140.01,657.28,643.53,545.56
07/02/2019 13:45,140.3,656.73,644.8,565.14
07/02/2019 14:00,140.99,654.49,644.31,574.78
07/02/2019 14:15,142.1,650.53,642.04,551.26
07/02/2019 14:30,143.22,646.57,639.78,564.73
07/02/2019 14:45,144.33,642.61,637.51,533.87
07/02/2019 15:00,145.71,636.56,633.37,573.62
07/02/2019 15:15,147.37,628.41,627.38,594.6
07/02/2019 15:30,149.03,620.25,621.38,594.71
07/02/2019 15:45,150.69,612.1,615.39,558.52
07/02/2019 16:00,152.46,603.36,561.67,539.06
07/02/2019 16:15,154.38,594.02,552.87,548.93
07/02/2019 16:30,156.28,584.68,544.07,558.79
07/02/2019 16:45,158.19,575.34,535.26,532.21
07/02/2019 17:00,160.07,566.19,525.89,518.62
07/02/2019 17:15,161.95,557.23,515.94,518.83
07/02/2019 17:30,163.82,548.27,505.99,480.24
07/02/2019 17:45,165.69,539.31,496.04,520.01
07/02/2019 18:00,167.38,531.49,487.94,537.69
07/02/2019 18:15,168.92,524.8,481.69,503.83
07/02/2019 18:30,170.45,518.11,475.44,534.14
07/02/2019 18:45,171.98,511.42,469.19,546.45
07/02/2019 19:00,173.24,506.91,463.63,509.78
07/02/2019 19:15,174.21,504.61,458.77,513.57
07/02/2019 19:30,175.19,502.3,453.9,479.37
07/02/2019 19:45,176.17,499.99,449.04,482.54
07/02/2019 20:00,176.9,497.63,444.9,469.24
07/02/2019 20:15,177.38,495.2,441.46,467.53
07/02/2019 20:30,177.87,492.79,438.03,466.02
07/02/2019 20:45,178.35,490.36,434.59,469.12
07/02/2019 21:00,178.62,488.12,445.79,456.69
07/02/2019 21:15,178.69,486.07,439.7,449.61
07/02/2019 21:30,178.76,484.02,433.6,463.66
07/02/2019 21:45,178.83,481.97,427.51,469.23
07/02/2019 22:00,178.76,480.04,422.98,457.33
07/02/2019 22:15,178.53,478.23,420.02,437.28
07/02/2019 22:30,178.31,476.42,417.08,437.95
07/02/2019 22:45,178.08,474.61,414.12,423.95
07/02/2019 23:00,177.79,472.36,412.13,418.84
07/02/2019 23:15,177.43,469.66,411.08,422.07
07/02/2019 23:30,177.09,466.97,410.04,427.8
07/02/2019 23:45,176.73,464.27,408.99,412.11
08/02/2019 00:00,282.44,424.29,408.43,391.23
08/02/2019 00:15,284.86,424.68,408.36,370.24
08/02/2019 00:30,287.28,425.06,408.28,362.29
08/02/2019 00:45,289.69,425.45,408.21,368.0
08/02/2019 01:00,291.67,426.24,408.48,379.63
08/02/2019 01:15,293.17,427.45,409.1,388.35
08/02/2019 01:30,294.7,428.66,409.71,367.42
08/02/2019 01:45,296.2,429.87,410.33,367.9
08/02/2019 02:00,297.36,431.11,411.82,389.49
08/02/2019 02:15,298.11,432.38,414.19,396.67
08/02/2019 02:30,298.87,433.66,416.55,411.63
08/02/2019 02:45,299.63,434.94,418.93,417.21
08/02/2019 03:00,300.15,437.02,421.73,406.7
08/02/2019 03:15,300.42,439.9,424.96,375.09
08/02/2019 03:30,300.7,442.78,428.2,377.27
08/02/2019 03:45,300.98,445.66,431.44,400.18
08/02/2019 04:00,301.14,448.15,400.99,345.73
08/02/2019 04:15,301.18,450.26,405.93,349.61
08/02/2019 04:30,301.24,452.36,410.86,353.88
08/02/2019 04:45,301.29,454.47,415.8,352.64
08/02/2019 05:00,301.35,456.66,421.63,355.79
08/02/2019 05:15,301.45,458.96,428.37,363.29
08/02/2019 05:30,301.56,461.25,435.1,402.95
08/02/2019 05:45,301.65,463.54,441.84,423.14
08/02/2019 06:00,301.89,466.25,401.29,412.47
08/02/2019 06:15,302.29,469.37,410.68,424.18
08/02/2019 06:30,302.68,472.5,420.07,436.38
08/02/2019 06:45,303.08,475.62,429.46,442.51
08/02/2019 07:00,303.73,479.35,438.47,453.43
08/02/2019 07:15,304.61,483.69,447.13,463.5
08/02/2019 07:30,305.48,488.04,455.79,474.04
08/02/2019 07:45,306.36,492.38,464.45,473.3
08/02/2019 08:00,307.38,497.59,472.71,483.05
08/02/2019 08:15,308.55,503.64,480.58,487.16
08/02/2019 08:30,309.73,509.7,488.45,497.15
08/02/2019 08:45,310.89,515.75,496.32,515.45
08/02/2019 09:00,312.08,523.2,505.02,527.92
08/02/2019 09:15,313.28,532.05,514.56,554.08
08/02/2019 09:30,314.47,540.89,524.09,551.48
08/02/2019 09:45,315.67,549.74,533.63,533.9
08/02/2019 10:00,316.74,558.48,544.0,571.28
08/02/2019 10:15,317.68,567.13,555.2,585.58
08/02/2019 10:30,318.64,575.78,566.4,595.15
08/02/2019 10:45,319.58,584.42,577.6,594.24
08/02/2019 11:00,320.26,592.51,614.78,621.76
08/02/2019 11:15,320.69,600.05,622.93,629.97
08/02/2019 11:30,321.11,607.58,631.08,626.67
08/02/2019 11:45,321.53,615.11,639.23,630.68
08/02/2019 12:00,321.55,622.1,646.44,635.63
08/02/2019 12:15,321.18,628.55,652.71,665.15
08/02/2019 12:30,320.81,635.0,658.98,646.85
08/02/2019 12:45,320.43,641.45,665.26,652.46
08/02/2019 13:00,319.6,646.85,670.36,676.07
08/02/2019 13:15,318.32,651.19,674.33,683.31
08/02/2019 13:30,317.03,655.52,678.28,685.15
08/02/2019 13:45,315.74,659.86,682.25,687.01
08/02/2019 14:00,314.14,663.51,685.55,694.02
08/02/2019 14:15,312.2,666.48,688.21,689.04
08/02/2019 14:30,310.27,669.44,690.86,703.19
08/02/2019 14:45,308.34,672.41,693.52,709.63
08/02/2019 15:00,306.28,675.2,695.76,703.01
08/02/2019 15:15,304.08,677.8,697.59,710.65
08/02/2019 15:30,301.89,680.4,699.43,706.07
08/02/2019 15:45,299.69,683.01,701.27,707.23
08/02/2019 16:00,297.57,686.34,717.12,722.43
08/02/2019 16:15,295.54,690.4,719.84,716.4
08/02/2019 16:30,293.49,694.47,722.58,709.96
08/02/2019 16:45,291.46,698.53,725.3,720.57
08/02/2019 17:00,289.7,703.12,728.42,710.84
08/02/2019 17:15,288.25,708.24,731.93,693.31
08/02/2019 17:30,286.79,713.36,735.44,688.98
08/02/2019 17:45,285.33,718.48,738.95,700.03
08/02/2019 18:00,284.35,723.48,742.37,695.25
08/02/2019 18:15,283.85,728.37,745.7,687.66
08/02/2019 18:30,283.36,733.25,749.04,693.45
08/02/2019 18:45,282.87,738.13,752.37,710.91
08/02/2019 19:00,282.97,742.39,755.17,715.42
08/02/2019 19:15,283.66,746.04,757.42,733.67
08/02/2019 19:30,284.36,749.67,759.68,718.35
08/02/2019 19:45,285.06,753.32,761.93,723.36
08/02/2019 20:00,286.2,755.34,762.83,731.26
08/02/2019 20:15,287.79,755.75,762.37,734.04
08/02/2019 20:30,289.4,756.17,761.91,731.03
08/02/2019 20:45,290.99,756.58,761.45,724.5
08/02/2019 21:00,292.84,755.08,735.48,716.8
08/02/2019 21:15,294.91,751.66,733.14,721.98
08/02/2019 21:30,297.0,748.23,730.8,715.44
08/02/2019 21:45,299.07,744.81,728.46,707.18
08/02/2019 22:00,301.18,738.71,724.4,710.44
08/02/2019 22:15,303.34,729.92,718.62,689.37
08/02/2019 22:30,305.5,721.13,712.85,688.54
08/02/2019 22:45,307.66,712.34,707.07,688.82
08/02/2019 23:00,309.66,703.6,699.95,679.7
08/02/2019 23:15,311.5,694.9,691.48,667.79
08/02/2019 23:30,313.35,686.21,683.02,655.77
08/02/2019 23:45,315.19,677.51,674.56,615.73
09/02/2019 00:00,337.95,670.57,668.23,590.62
09/02/2019 00:15,340.4,663.14,664.04,589.8
09/02/2019 00:30,342.85,655.71,659.86,598.71
09/02/2019 00:45,345.29,648.29,655.68,617.18
09/02/2019 01:00,347.21,642.86,652.53,620.99
09/02/2019 01:15,348.62,639.41,650.42,608.77
09/02/2019 01:30,350.03,635.96,648.3,590.79
09/02/2019 01:45,351.44,632.52,646.19,574.03
09/02/2019 02:00,352.41,631.35,645.83,576.78
09/02/2019 02:15,352.97,632.46,647.24,555.81
09/02/2019 02:30,353.52,633.57,648.64,580.68
09/02/2019 02:45,354.08,634.69,650.04,595.09
09/02/2019 03:00,354.37,637.69,652.58,603.47
09/02/2019 03:15,354.4,642.57,656.27,562.4
09/02/2019 03:30,354.44,647.46,659.95,584.18
09/02/2019 03:45,354.47,652.34,663.64,589.8
09/02/2019 04:00,354.39,656.25,591.22,581.44
09/02/2019 04:15,354.2,659.17,596.36,574.57
09/02/2019 04:30,354.01,662.09,601.52,583.34
09/02/2019 04:45,353.82,665.01,606.66,591.29
09/02/2019 05:00,353.66,666.96,611.08,616.4
09/02/2019 05:15,353.55,667.93,614.74,601.41
09/02/2019 05:30,353.43,668.89,618.4,626.42
09/02/2019 05:45,353.31,669.86,622.07,609.8
09/02/2019 06:00,353.37,672.02,617.43,627.37
09/02/2019 06:15,353.62,675.4,621.94,645.07
09/02/2019 06:30,353.86,678.76,626.44,634.78
09/02/2019 06:45,354.11,682.14,630.95,628.5
09/02/2019 07:00,354.63,684.97,634.92,626.11
09/02/2019 07:15,355.43,687.25,638.35,626.39
09/02/2019 07:30,356.23,689.54,641.79,636.72
09/02/2019 07:45,357.03,691.82,645.21,650.08
09/02/2019 08:00,358.01,692.96,649.18,671.45
09/02/2019 08:15,359.17,692.94,653.68,681.44
09/02/2019 08:30,360.33,692.92,658.18,685.9
09/02/2019 08:45,361.48,692.9,662.69,683.7
09/02/2019 09:00,362.68,693.41,667.21,680.35
09/02/2019 09:15,363.94,694.44,671.75,685.33
09/02/2019 09:30,365.18,695.46,676.29,664.47
09/02/2019 09:45,366.43,696.49,680.83,692.77
09/02/2019 10:00,367.58,698.34,684.48,699.24
09/02/2019 10:15,368.65,701.02,687.24,698.23
09/02/2019 10:30,369.72,703.68,689.99,698.26
09/02/2019 10:45,370.79,706.36,692.74,704.9
09/02/2019 11:00,371.62,707.92,706.43,707.99
09/02/2019 11:15,372.24,708.39,707.06,710.18
09/02/2019 11:30,372.85,708.85,707.7,709.05
09/02/2019 11:45,373.47,709.32,708.33,715.18
09/02/2019 12:00,373.72,709.02,708.47,717.83
09/02/2019 12:15,373.63,707.99,708.08,676.89
09/02/2019 12:30,373.53,706.95,707.69,696.99
09/02/2019 12:45,373.43,705.92,707.3,687.93
09/02/2019 13:00,372.9,704.53,706.78,702.88
09/02/2019 13:15,371.94,702.79,706.1,679.97
09/02/2019 13:30,370.98,701.04,705.43,671.15
09/02/2019 13:45,370.01,699.3,704.75,704.17
09/02/2019 14:00,368.73,697.52,703.49,670.29
09/02/2019 14:15,367.13,695.71,701.61,684.98
09/02/2019 14:30,365.52,693.9,699.74,713.64
09/02/2019 14:45,363.91,692.09,697.87,701.34
09/02/2019 15:00,362.14,689.14,695.31,711.01
09/02/2019 15:15,360.21,685.07,692.05,682.13
09/02/2019 15:30,358.28,681.01,688.79,658.7
09/02/2019 15:45,356.35,676.94,685.53,658.03
09/02/2019 16:00,354.42,671.41,679.42,626.5
09/02/2019 16:15,352.5,664.44,673.64,621.11
09/02/2019 16:30,350.58,657.46,667.87,607.82
09/02/2019 16:45,348.66,650.49,662.1,606.01
09/02/2019 17:00,346.9,642.35,653.97,591.54
09/02/2019 17:15,345.3,633.03,643.49,565.87
09/02/2019 17:30,343.71,623.71,633.0,520.65
09/02/2019 17:45,342.11,614.4,622.53,518.14
09/02/2019 18:00,340.84,604.26,610.22,547.12
09/02/2019 18:15,339.92,593.32,596.11,578.59
09/02/2019 18:30,338.98,582.38,582.0,576.56
09/02/2019 18:45,338.06,571.44,567.88,580.63
09/02/2019 19:00,337.57,560.65,554.66,561.36
09/02/2019 19:15,337.52,550.0,542.31,572.98
09/02/2019 19:30,337.47,539.35,529.95,574.72
09/02/2019 19:45,337.42,528.71,517.6,567.01
09/02/2019 20:00,337.75,517.94,505.85,547.24
09/02/2019 20:15,338.43,507.07,494.69,524.58
09/02/2019 20:30,339.12,496.2,483.54,530.58
09/02/2019 20:45,339.81,485.33,472.39,534.76
09/02/2019 21:00,340.72,476.6,488.37,498.86
09/02/2019 21:15,341.88,470.0,480.28,500.83
09/02/2019 21:30,343.03,463.42,472.19,494.43
09/02/2019 21:45,344.18,456.82,464.1,494.43
09/02/2019 22:00,345.44,452.15,459.16,496.15
09/02/2019 22:15,346.8,449.37,457.37,474.56
09/02/2019 22:30,348.17,446.6,455.57,456.28
09/02/2019 22:45,349.53,443.83,453.78,457.39
09/02/2019 23:00,350.87,441.43,450.79,457.39
09/02/2019 23:15,352.19,439.42,446.6,449.36
09/02/2019 23:30,353.5,437.41,442.43,443.35
09/02/2019 23:45,354.82,435.4,438.24,443.75
10/02/2019 00:00,446.4,397.47,433.53,427.57
10/02/2019 00:15,445.93,392.19,428.29,391.68
10/02/2019 00:30,445.47,386.91,423.05,378.55
10/02/2019 00:45,445.01,381.63,417.81,356.65
10/02/2019 01:00,444.47,373.26,412.66,359.54
10/02/2019 01:15,443.84,361.78,407.58,333.6
10/02/2019 01:30,443.23,350.32,402.5,281.83
10/02/2019 01:45,442.61,338.85,397.42,248.21
10/02/2019 02:00,441.9,331.72,394.29,224.5
10/02/2019 02:15,441.14,328.93,393.1,297.12
10/02/2019 02:30,440.38,326.14,391.91,363.78
10/02/2019 02:45,439.62,323.35,390.73,430.53
10/02/2019 03:00,438.8,324.94,397.0,467.94
10/02/2019 03:15,437.9,330.92,410.72,433.55
10/02/2019 03:30,437.0,336.9,424.43,406.34
10/02/2019 03:45,436.1,342.87,438.15,430.51
10/02/2019 04:00,435.21,352.46,489.75,476.1
10/02/2019 04:15,434.31,365.64,516.87,495.41
10/02/2019 04:30,433.41,378.84,543.99,527.66
10/02/2019 04:45,432.51,392.03,571.12,550.26
10/02/2019 05:00,431.67,410.09,590.54,572.5
10/02/2019 05:15,430.88,433.03,602.26,574.44
10/02/2019 05:30,430.08,455.96,613.97,573.34
10/02/2019 05:45,429.29,478.89,625.69,578.89
10/02/2019 06:00,428.67,499.47,623.42,574.19
10/02/2019 06:15,428.23,517.67,625.39,579.96
10/02/2019 06:30,427.78,535.89,627.36,588.92
10/02/2019 06:45,427.34,554.09,629.34,587.87
10/02/2019 07:00,427.14,563.94,625.85,595.19
10/02/2019 07:15,427.17,565.43,616.9,594.02
10/02/2019 07:30,427.21,566.91,607.95,584.01
10/02/2019 07:45,427.24,568.39,599.01,578.73
10/02/2019 08:00,427.44,563.52,588.61,577.16
10/02/2019 08:15,427.79,552.28,576.78,579.68
10/02/2019 08:30,428.14,541.05,564.95,558.83
10/02/2019 08:45,428.48,529.81,553.11,547.15
